"","year","month","day","daily_sales","active_promotions","outlier","rolling_mean"
"1",2013,10,1,5772343,0,"0",5388.97648438309
"2",2013,10,2,6244264,0,"0",5388.97648438309
"3",2013,10,3,198269,0,"0",5388.97648438309
"4",2013,10,4,5889483,0,"0",5388.97648438309
"5",2013,10,5,6002619,0,"0",5388.97648438309
"6",2013,10,7,8177811,818,"0",5388.97648438309
"7",2013,10,8,6582369,818,"0",5388.97648438309
"8",2013,10,9,5928773,818,"0",5388.97648438309
"9",2013,10,10,5629183,806,"0",5388.97648438309
"10",2013,10,11,5934213,818,"0",5388.97648438309
"11",2013,10,12,6079235,0,"0",5388.97648438309
"12",2013,10,14,4960857,0,"0",5388.97648438309
"13",2013,10,15,4432060,0,"0",5388.97648438309
"14",2013,10,16,4519322,0,"0",5388.97648438309
"15",2013,10,17,4477481,0,"0",5388.97648438309
"16",2013,10,18,4797336,0,"0",5388.97648438309
"17",2013,10,19,5299749,0,"0",5388.97648438309
"18",2013,10,21,4667019,550,"0",5388.97648438309
"19",2013,10,22,3851096,550,"0",5388.97648438309
"20",2013,10,23,3654312,550,"0",5388.97648438309
"21",2013,10,24,3592898,550,"0",5388.97648438309
"22",2013,10,25,3793343,550,"0",5388.97648438309
"23",2013,10,26,5744750,0,"0",5388.97648438309
"24",2013,10,28,2424067,0,"0",5388.97648438309
"25",2013,10,29,2609175,0,"0",5388.97648438309
"26",2013,10,30,2933317,0,"0",5388.97648438309
"27",2013,10,31,3320225,0,"0",5388.97648438309
"28",2013,11,1,3028591,0,"0",5420.06961789233
"29",2013,11,2,7410509,0,"0",5420.06961789233
"30",2013,11,4,10568398,1115,"0",5420.06961789233
"31",2013,11,5,9306571,1115,"0",5420.06961789233
"32",2013,11,6,8224747,1115,"0",5420.06961789233
"33",2013,11,7,7951819,1115,"0",5420.06961789233
"34",2013,11,8,8443830,1115,"0",5420.06961789233
"35",2013,11,9,6566741,0,"0",5420.06961789233
"36",2013,11,11,6423778,0,"0",5420.06961789233
"37",2013,11,12,6003149,0,"0",5420.06961789233
"38",2013,11,13,6028677,0,"0",5420.06961789233
"39",2013,11,14,6140303,0,"0",5420.06961789233
"40",2013,11,15,6741987,0,"0",5420.06961789233
"41",2013,11,16,6605960,0,"0",5420.06961789233
"42",2013,11,18,10528615,1115,"0",5420.06961789233
"43",2013,11,19,8895888,1115,"0",5420.06961789233
"44",2013,11,20,7472513,1040,"0",5420.06961789233
"45",2013,11,21,8084449,1115,"0",5420.06961789233
"46",2013,11,22,8199106,1115,"0",5420.06961789233
"47",2013,11,23,6593077,0,"0",5420.06961789233
"48",2013,11,25,7204808,0,"0",5420.06961789233
"49",2013,11,26,6673704,0,"0",5420.06961789233
"50",2013,11,27,6725418,0,"0",5420.06961789233
"51",2013,11,28,7262197,0,"0",5420.06961789233
"52",2013,11,29,8803269,0,"0",5420.06961789233
"53",2013,11,30,8614478,0,"0",5420.06961789233
"54",2013,12,2,12972440,1115,"1",5460.8192854928
"55",2013,12,3,10915444,1115,"0",5460.8192854928
"56",2013,12,4,10203870,1115,"0",5460.8192854928
"57",2013,12,5,10296749,1115,"0",5460.8192854928
"58",2013,12,6,8431475,1115,"0",5460.8192854928
"59",2013,12,7,7231141,0,"0",5460.8192854928
"60",2013,12,9,7607576,0,"0",5460.8192854928
"61",2013,12,10,7458243,0,"0",5460.8192854928
"62",2013,12,11,7364610,0,"0",5460.8192854928
"63",2013,12,12,7520198,0,"0",5460.8192854928
"64",2013,12,13,8012317,0,"0",5460.8192854928
"65",2013,12,14,7938245,0,"0",5460.8192854928
"66",2013,12,16,15623548,1115,"1",5460.8192854928
"67",2013,12,17,13053993,1115,"1",5460.8192854928
"68",2013,12,18,12189674,1115,"0",5460.8192854928
"69",2013,12,19,11451098,1087,"0",5460.8192854928
"70",2013,12,20,12019100,1087,"1",5460.8192854928
"71",2013,12,21,10165366,0,"1",5460.8192854928
"72",2013,12,28,5874033,0,"0",5460.8192854928
"73",2013,2,9,6161019,0,"0",5059.2065421726
"74",2013,2,11,4098152,0,"0",5059.2065421726
"75",2013,2,12,4524923,0,"0",5059.2065421726
"76",2013,2,19,7735272,1075,"0",5059.2065421726
"77",2013,2,20,7506929,1075,"0",5059.2065421726
"78",2013,2,21,7365206,1075,"0",5059.2065421726
"79",2013,2,22,7602966,1076,"0",5059.2065421726
"80",2013,2,23,5637945,0,"0",5059.2065421726
"81",2013,2,25,5615365,0,"0",5059.2065421726
"82",2013,2,26,5671238,0,"0",5059.2065421726
"83",2013,2,27,6008503,0,"0",5059.2065421726
"84",2013,2,13,4890678,0,"0",5059.2065421726
"85",2013,2,14,5031649,0,"0",5059.2065421726
"86",2013,2,15,4877822,0,"0",5059.2065421726
"87",2013,2,16,6162142,0,"0",5059.2065421726
"88",2013,2,18,10315649,1075,"0",5059.2065421726
"89",2013,2,1,6489183,0,"0",5059.2065421726
"90",2013,2,2,6781741,0,"0",5059.2065421726
"91",2013,2,4,8091504,890,"0",5059.2065421726
"92",2013,2,5,6872356,890,"0",5059.2065421726
"93",2013,2,6,6332000,890,"0",5059.2065421726
"94",2013,2,7,5794748,889,"0",5059.2065421726
"95",2013,2,8,6336316,890,"0",5059.2065421726
"96",2013,2,28,7108972,0,"0",5059.2065421726
"97",2013,3,29,36227,1,"0",5064.77822706643
"98",2013,3,30,9380402,0,"0",5064.77822706643
"99",2013,3,1,7244231,0,"0",5064.77822706643
"100",2013,3,2,6779350,0,"0",5064.77822706643
"101",2013,3,4,10791527,1083,"0",5064.77822706643
"102",2013,3,5,8707215,1081,"0",5064.77822706643
"103",2013,3,6,7847420,1081,"0",5064.77822706643
"104",2013,3,7,7771620,1081,"0",5064.77822706643
"105",2013,3,8,7908399,1081,"0",5064.77822706643
"106",2013,3,9,6061383,0,"0",5064.77822706643
"107",2013,3,11,6049254,0,"0",5064.77822706643
"108",2013,3,12,5180240,0,"0",5064.77822706643
"109",2013,3,13,5675021,0,"0",5064.77822706643
"110",2013,3,14,5934201,0,"0",5064.77822706643
"111",2013,3,15,6604637,0,"0",5064.77822706643
"112",2013,3,16,6459058,0,"0",5064.77822706643
"113",2013,3,18,9863635,1089,"0",5064.77822706643
"114",2013,3,19,8344234,1089,"0",5064.77822706643
"115",2013,3,20,7344080,1049,"0",5064.77822706643
"116",2013,3,21,7506156,1049,"0",5064.77822706643
"117",2013,3,22,7853663,1049,"0",5064.77822706643
"118",2013,3,23,6211668,0,"0",5064.77822706643
"119",2013,3,25,1043558,103,"-1",5064.77822706643
"120",2013,3,26,962435,103,"-1",5064.77822706643
"121",2013,3,27,981699,103,"0",5064.77822706643
"122",2013,3,28,1112336,103,"0",5064.77822706643
"123",2013,4,15,5711125,0,"0",5249.5848552201
"124",2013,4,1,33326,0,"-1",5249.5848552201
"125",2013,4,2,552637,0,"-1",5249.5848552201
"126",2013,4,3,631299,0,"-1",5249.5848552201
"127",2013,4,4,636404,0,"-1",5249.5848552201
"128",2013,4,5,635104,0,"-1",5249.5848552201
"129",2013,4,6,6171054,0,"0",5249.5848552201
"130",2013,4,8,9129032,993,"0",5249.5848552201
"131",2013,4,9,7581135,993,"0",5249.5848552201
"132",2013,4,10,7698779,1109,"0",5249.5848552201
"133",2013,4,11,7580421,1108,"0",5249.5848552201
"134",2013,4,12,8056347,1109,"0",5249.5848552201
"135",2013,4,13,6024315,0,"0",5249.5848552201
"136",2013,4,29,10040182,1110,"0",5249.5848552201
"137",2013,4,30,10565093,1110,"0",5249.5848552201
"138",2013,4,16,5668517,0,"0",5249.5848552201
"139",2013,4,17,5556697,0,"-1",5249.5848552201
"140",2013,4,18,5726233,0,"0",5249.5848552201
"141",2013,4,19,6349901,0,"0",5249.5848552201
"142",2013,4,20,6006147,0,"0",5249.5848552201
"143",2013,4,22,9542000,1109,"0",5249.5848552201
"144",2013,4,23,8047511,1109,"0",5249.5848552201
"145",2013,4,24,7177730,1109,"0",5249.5848552201
"146",2013,4,25,7121467,1110,"0",5249.5848552201
"147",2013,4,26,7652433,1110,"0",5249.5848552201
"148",2013,4,27,6308284,0,"0",5249.5848552201
"149",2013,5,15,7421073,1056,"0",5323.41064597094
"150",2013,5,16,7518961,1056,"0",5323.41064597094
"151",2013,5,17,7869860,1056,"0",5323.41064597094
"152",2013,5,18,6410461,0,"0",5323.41064597094
"153",2013,5,20,253936,0,"0",5323.41064597094
"154",2013,5,21,2340722,0,"0",5323.41064597094
"155",2013,5,22,4344275,0,"0",5323.41064597094
"156",2013,5,23,4900764,0,"0",5323.41064597094
"157",2013,5,24,5131667,0,"0",5323.41064597094
"158",2013,5,25,5806559,0,"0",5323.41064597094
"159",2013,5,27,7965983,859,"0",5323.41064597094
"160",2013,5,28,6748896,859,"0",5323.41064597094
"161",2013,5,29,6964314,859,"0",5323.41064597094
"162",2013,5,30,3398564,426,"0",5323.41064597094
"163",2013,5,31,8666271,859,"0",5323.41064597094
"164",2013,5,1,200972,18,"0",5323.41064597094
"165",2013,5,2,9599726,1083,"0",5323.41064597094
"166",2013,5,3,8727645,1083,"0",5323.41064597094
"167",2013,5,4,6487719,0,"0",5323.41064597094
"168",2013,5,6,6693516,0,"0",5323.41064597094
"169",2013,5,7,6525597,0,"0",5323.41064597094
"170",2013,5,8,7486451,0,"0",5323.41064597094
"171",2013,5,9,199082,0,"0",5323.41064597094
"172",2013,5,10,5165182,0,"0",5323.41064597094
"173",2013,5,11,6658662,0,"0",5323.41064597094
"174",2013,5,13,9361260,1056,"0",5323.41064597094
"175",2013,5,14,8246209,1056,"0",5323.41064597094
"176",2013,7,1,8004001,855,"0",5320.20538564206
"177",2013,7,2,6730303,855,"0",5320.20538564206
"178",2013,7,3,6395113,855,"0",5320.20538564206
"179",2013,7,4,6457107,855,"0",5320.20538564206
"180",2013,7,5,6377474,855,"0",5320.20538564206
"181",2013,7,6,5144068,0,"0",5320.20538564206
"182",2013,7,8,4065707,0,"0",5320.20538564206
"183",2013,7,9,3809973,0,"0",5320.20538564206
"184",2013,7,10,3868294,0,"0",5320.20538564206
"185",2013,7,11,4069063,0,"0",5320.20538564206
"186",2013,7,12,4209546,0,"0",5320.20538564206
"187",2013,7,13,5237452,0,"0",5320.20538564206
"188",2013,7,15,5559822,537,"0",5320.20538564206
"189",2013,7,16,4510658,537,"0",5320.20538564206
"190",2013,7,17,4122442,537,"0",5320.20538564206
"191",2013,7,18,3983993,537,"0",5320.20538564206
"192",2013,7,19,4130637,538,"0",5320.20538564206
"193",2013,7,20,5221185,0,"0",5320.20538564206
"194",2013,7,22,1390922,0,"0",5320.20538564206
"195",2013,7,23,1267687,0,"0",5320.20538564206
"196",2013,7,24,1315097,0,"0",5320.20538564206
"197",2013,7,25,960649,0,"0",5320.20538564206
"198",2013,7,26,1023046,0,"0",5320.20538564206
"199",2013,7,27,4785007,0,"0",5320.20538564206
"200",2013,7,29,1746636,180,"0",5320.20538564206
"201",2013,7,30,1631182,180,"0",5320.20538564206
"202",2013,8,1,259986,28,"0",5299.91518857648
"203",2013,8,2,223900,28,"0",5299.91518857648
"204",2013,8,3,5559516,0,"0",5299.91518857648
"205",2013,8,5,2029483,0,"0",5299.91518857648
"206",2013,8,6,1748559,0,"0",5299.91518857648
"207",2013,8,7,1630772,0,"-1",5299.91518857648
"208",2013,8,8,1718325,0,"-1",5299.91518857648
"209",2013,8,9,1737480,0,"0",5299.91518857648
"210",2013,8,10,5295825,0,"0",5299.91518857648
"211",2013,8,12,2773788,257,"0",5299.91518857648
"212",2013,8,13,2278403,257,"0",5299.91518857648
"213",2013,8,14,2133156,257,"-1",5299.91518857648
"214",2013,8,15,2036752,257,"0",5299.91518857648
"215",2013,8,16,2012912,257,"0",5299.91518857648
"216",2013,8,17,5584570,0,"0",5299.91518857648
"217",2013,8,19,2553817,0,"0",5299.91518857648
"218",2013,8,20,2305949,0,"0",5299.91518857648
"219",2013,8,21,2216333,0,"0",5299.91518857648
"220",2013,8,22,2226189,0,"0",5299.91518857648
"221",2013,8,23,2327322,0,"0",5299.91518857648
"222",2013,8,24,5397910,0,"0",5299.91518857648
"223",2013,8,26,4897526,520,"0",5299.91518857648
"224",2013,8,27,4067736,520,"0",5299.91518857648
"225",2013,8,28,3817535,520,"0",5299.91518857648
"226",2013,8,29,4315511,576,"0",5299.91518857648
"227",2013,8,30,4943232,576,"0",5299.91518857648
"228",2013,8,31,6458023,0,"0",5299.91518857648
"229",2013,9,2,3524094,0,"0",5372.92402940252
"230",2013,9,3,3297553,0,"0",5372.92402940252
"231",2013,9,4,4837740,0,"0",5372.92402940252
"232",2013,9,5,4681614,0,"0",5372.92402940252
"233",2013,9,6,4868303,0,"0",5372.92402940252
"234",2013,9,7,5795003,0,"0",5372.92402940252
"235",2013,9,9,9341845,933,"0",5372.92402940252
"236",2013,9,10,7618017,933,"0",5372.92402940252
"237",2013,9,11,6926989,933,"0",5372.92402940252
"238",2013,9,12,8096007,1112,"0",5372.92402940252
"239",2013,9,13,8371696,1113,"0",5372.92402940252
"240",2013,9,14,5894325,0,"0",5372.92402940252
"241",2013,9,16,6130906,0,"0",5372.92402940252
"242",2013,9,17,5785061,0,"0",5372.92402940252
"243",2013,9,18,5438193,0,"-1",5372.92402940252
"244",2013,9,19,5797033,0,"0",5372.92402940252
"245",2013,9,20,6042768,0,"0",5372.92402940252
"246",2013,9,21,5745122,0,"0",5372.92402940252
"247",2013,9,23,9449348,1114,"0",5372.92402940252
"248",2013,9,24,7922441,1114,"0",5372.92402940252
"249",2013,9,25,7390563,1115,"0",5372.92402940252
"250",2013,9,26,7489318,1115,"0",5372.92402940252
"251",2013,9,27,8267396,1115,"0",5372.92402940252
"252",2013,9,28,6245049,0,"0",5372.92402940252
"253",2013,9,30,6661981,0,"0",5372.92402940252
"254",2014,1,4,5720939,0,"0",5485
"255",2014,1,6,2850673,256,"0",5485
"256",2014,1,7,6620627,677,"0",5485
"257",2014,1,8,7846977,1003,"1",5485
"258",2014,1,9,7260282,1003,"1",5485
"259",2014,1,10,7729836,1003,"1",5485
"260",2014,1,11,6231179,0,"1",5485
"261",2014,1,13,6089929,0,"0",5485
"262",2014,1,14,5785842,0,"0",5485
"263",2014,1,15,5779426,0,"0",5485
"264",2014,1,16,5720266,0,"0",5485
"265",2014,1,17,6332625,0,"0",5485
"266",2014,1,18,6213031,0,"0",5485
"267",2014,1,20,10648819,1110,"0",5485
"268",2014,1,21,8475207,1110,"0",5485
"269",2014,1,22,7970289,1110,"0",5485
"270",2014,1,23,7625568,1110,"0",5485
"271",2014,1,24,7851977,1112,"0",5485
"272",2014,1,25,5986034,0,"0",5485
"273",2014,1,27,5689615,0,"0",5485
"274",2014,1,28,5790602,0,"0",5485
"275",2014,1,29,5809489,0,"0",5485
"276",2014,1,30,6172064,0,"0",5485
"277",2014,1,31,7756937,0,"0",5485
"278",2014,10,1,7702334,935,"0",5458.56473245951
"279",2014,10,2,8155792,934,"0",5458.56473245951
"280",2014,10,3,307988,39,"0",5458.56473245951
"281",2014,10,4,6426083,0,"0",5458.56473245951
"282",2014,10,6,5784251,613,"0",5458.56473245951
"283",2014,10,7,4795962,613,"0",5458.56473245951
"284",2014,10,8,4472979,607,"0",5458.56473245951
"285",2014,10,9,4399724,608,"0",5458.56473245951
"286",2014,10,10,4596315,608,"0",5458.56473245951
"287",2014,10,11,5190193,0,"0",5458.56473245951
"288",2014,10,13,2789844,0,"0",5458.56473245951
"289",2014,10,14,2686116,0,"0",5458.56473245951
"290",2014,10,15,2624381,0,"0",5458.56473245951
"291",2014,10,16,2653662,0,"0",5458.56473245951
"292",2014,10,17,2824536,0,"0",5458.56473245951
"293",2014,10,18,4945733,0,"0",5458.56473245951
"294",2014,10,20,4117278,473,"0",5458.56473245951
"295",2014,10,21,3343657,473,"0",5458.56473245951
"296",2014,10,22,3105490,473,"0",5458.56473245951
"297",2014,10,23,3309465,473,"0",5458.56473245951
"298",2014,10,24,3335026,473,"0",5458.56473245951
"299",2014,10,25,4277992,0,"0",5458.56473245951
"300",2014,10,27,2722250,0,"0",5458.56473245951
"301",2014,10,28,2584056,0,"0",5458.56473245951
"302",2014,10,29,2589500,0,"0",5458.56473245951
"303",2014,10,30,3170955,0,"0",5458.56473245951
"304",2014,10,31,4085130,0,"0",5458.56473245951
"305",2014,11,1,3522395,0,"0",5433.74665133108
"306",2014,11,3,9723648,913,"0",5433.74665133108
"307",2014,11,4,7985111,913,"0",5433.74665133108
"308",2014,11,5,7312667,913,"0",5433.74665133108
"309",2014,11,6,7011922,913,"0",5433.74665133108
"310",2014,11,7,7125456,913,"0",5433.74665133108
"311",2014,11,8,5629423,0,"0",5433.74665133108
"312",2014,11,10,8095306,935,"0",5433.74665133108
"313",2014,11,11,7083145,935,"0",5433.74665133108
"314",2014,11,12,6686356,935,"0",5433.74665133108
"315",2014,11,13,6750180,935,"0",5433.74665133108
"316",2014,11,14,7064885,935,"0",5433.74665133108
"317",2014,11,15,5576429,0,"0",5433.74665133108
"318",2014,11,17,5849735,0,"0",5433.74665133108
"319",2014,11,18,5367537,0,"0",5433.74665133108
"320",2014,11,19,4888765,0,"0",5433.74665133108
"321",2014,11,20,5575878,0,"0",5433.74665133108
"322",2014,11,21,5816514,0,"0",5433.74665133108
"323",2014,11,22,5522528,0,"0",5433.74665133108
"324",2014,11,24,9020315,935,"0",5433.74665133108
"325",2014,11,25,7868758,935,"0",5433.74665133108
"326",2014,11,26,7518283,935,"0",5433.74665133108
"327",2014,11,27,7867510,935,"0",5433.74665133108
"328",2014,11,28,9172722,935,"0",5433.74665133108
"329",2014,11,29,7305547,0,"0",5433.74665133108
"330",2014,12,1,10276971,935,"0",5408.63079351709
"331",2014,12,2,8843822,935,"0",5408.63079351709
"332",2014,12,3,8258019,935,"0",5408.63079351709
"333",2014,12,4,8554042,935,"0",5408.63079351709
"334",2014,12,5,9801856,935,"0",5408.63079351709
"335",2014,12,6,6479401,0,"0",5408.63079351709
"336",2014,12,8,6560015,0,"0",5408.63079351709
"337",2014,12,9,6329729,0,"0",5408.63079351709
"338",2014,12,10,5909802,0,"0",5408.63079351709
"339",2014,12,11,6156944,0,"0",5408.63079351709
"340",2014,12,12,6501211,0,"0",5408.63079351709
"341",2014,12,13,6779226,0,"0",5408.63079351709
"342",2014,12,15,12133381,935,"0",5408.63079351709
"343",2014,12,16,10621060,935,"0",5408.63079351709
"344",2014,12,17,9483386,935,"0",5408.63079351709
"345",2014,12,18,9808212,935,"0",5408.63079351709
"346",2014,12,19,9518489,935,"0",5408.63079351709
"347",2014,12,20,7956411,0,"0",5408.63079351709
"348",2014,12,27,4901476,0,"0",5408.63079351709
"349",2014,2,1,6934170,0,"0",5480.48674691126
"350",2014,2,3,10071075,965,"1",5480.48674691126
"351",2014,2,4,8262417,965,"0",5480.48674691126
"352",2014,2,5,7232948,965,"0",5480.48674691126
"353",2014,2,6,7062269,965,"0",5480.48674691126
"354",2014,2,7,6941307,965,"0",5480.48674691126
"355",2014,2,8,6387706,0,"0",5480.48674691126
"356",2014,2,10,6160636,0,"0",5480.48674691126
"357",2014,2,11,5772801,0,"0",5480.48674691126
"358",2014,2,12,5764772,0,"0",5480.48674691126
"359",2014,2,13,6180416,0,"0",5480.48674691126
"360",2014,2,14,7086640,0,"0",5480.48674691126
"361",2014,2,15,6293698,0,"1",5480.48674691126
"362",2014,2,17,9543072,1003,"0",5480.48674691126
"363",2014,2,18,7815823,1003,"0",5480.48674691126
